#怪物ID,资源编号,触发脚本,攻击AI,显示名,技能类型,技能资源,目标特效,等级,目标特效,视野范围,获得经验,获得内功,血量,魔量,最小物防,最大物防,最小法防,最大法防,最小物攻,最大物攻,最小法攻,最大法攻,闪避,命中,移动最小时间间隔（无效）,移动最大时间间隔,移动距离,攻击间隔时间,头像,喊话间隔,子类型,掉落组ID,巡逻范围,追击范围,是否可以被撞,切换目标ai类型,切换目标间隔,伤害系数,距离仇仇恨系数,编辑器目录,类型,怪物组别,传送点id,默认AI,巡逻速度,尸体消失时间,刷新时间,方向固定,暴击率,抗暴击,物理攻击减免,魔法减免,回血速度,是否显示刷新公告,是否显示掉落公告,BOSS积分,功能ID,属性(id;val;id;val.../没有填0),默认对话,是否会喊话,随机喊话,简单掉落ID,武器形象,翅膀形象,称号形象,采集时间,是否显示怪物归属,死亡是否显示墓碑,禁止变形,内观缩放,内观X,内观Y
#id,model,script,AI,name,effect_type,effect_res,target_effect,lev,zslevel,sight,exp,inside_power_exp,MHP,mp,MinDEF,MaxDEF,MinMDEF,MaxMDEF,MinATK,MaxATK,MinMATK,MaxMATK,DODGE,HIT,minStayTime,maxStayTime,moveTime,interval,head_icon,talkgap,subType,dropID,patrol,maxmove,canPush,switch_target_type,switch_target_interval,hatred_damage_ratio,hatred_distance_ratio,editdir,type,monGroup,teleportID,defaultAI,patrolTime,deadTime,refreshTime,dirFixed,CRIRate,DUCrate,ADTR,MR,HPup,isShowRefresh,isS,bossIntegral,funcid,attr,dialog,canSpeak,randomDialog,simpleDropID,weapon,wing,title,collectTime,noShowOwner,showTomb,forbidShape,showScale,showX,showY
#int,int,string,int,string,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,string,int,int,bool,int,int,int,int,string,int,int,int,string,int,int,int,int,int,int,int,int,int,bool,bool,int,string,string,string,bool,string[],int,int,int,int,int,bool,bool,int,int,int,int
#新手怪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000205,33017,default,50001,九九天尊五世,0,0,0,9999,0,5,36000000,0,2700000000,0,192000,320000,0,0,18000,18000,18000,18000,15,17,0,0,1,1500,0,0,4002,20003;52005,3,8,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,14400000,0,0,0,0,0,0,0,0,0,0,72;9999999,default,0,default,11024,0,0,4002900,0,0,0,1,200,0,-150
1000206,33019,default,50001,九九天尊六世,0,0,0,9999,0,5,44000000,0,3300000000,0,223500,372500,0,0,20000,20000,20000,20000,15,17,0,0,1,1500,0,0,4002,20004;52006,3,8,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,14400000,0,0,0,0,0,0,0,0,0,0,72;9999999,default,0,default,11025,0,0,4002900,0,0,0,1,200,0,-150
1000207,33023,default,50001,九九天尊七世,0,0,0,9999,0,9,65000000,0,3900000000,0,246000,410000,0,0,22000,22000,22000,22000,15,17,0,0,1,1500,0,0,4002,20004;52007,3,8,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,14400000,0,0,0,0,0,0,0,0,0,0,72;9999999,default,0,default,11026,0,0,4002900,0,0,0,1,200,0,-150
1000208,33033,default,50001,九九天尊八世,0,0,0,9999,0,9,100000000,0,4500000000,0,274500,457500,0,0,24000,24000,24000,24000,15,17,0,0,1,1500,0,0,4002,20004;52008,3,8,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,14400000,0,0,0,0,0,0,0,0,0,0,72;9999999,default,0,default,11027,0,0,4002900,0,0,0,1,200,0,-150
1000209,33053,default,50001,九九天尊九世,0,0,0,9999,0,9,165000000,0,4950000000,0,330000,550000,0,0,26000,26000,26000,26000,15,17,0,0,1,1500,0,0,4002,20004;52009,3,8,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,14400000,0,0,0,0,0,0,0,0,0,0,72;9999999,default,0,default,11028,0,0,4002900,0,0,0,1,200,0,-150
1000210,33058,default,50001,九九天尊十世,0,0,0,9999,0,9,180000000,0,5400000000,0,495000,825000,0,0,28000,28000,28000,28000,15,17,0,0,1,1500,0,0,4002,20004;52010,3,8,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,14400000,0,0,0,0,0,0,0,0,0,0,72;9999999,default,0,default,11029,0,0,4002900,0,0,0,1,200,0,-150
#魔塔奇遇BOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000301,32002,default,50001,魔塔-【奇门】奇遇BOSS,0,0,0,9999,0,4,6000000,0,300000000,0,55350,92250,0,0,4000,8000,4800,8000,15,17,0,0,1,1500,0,0,4002,53001,3,2,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,3600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,4003300,0,0,0,0,0,0,0
1000302,32003,default,50001,魔塔-【奇门】奇遇BOSS,0,0,0,9999,0,4,12000000,0,600000000,0,91500,152500,0,0,4000,8000,4800,8000,15,17,0,0,1,1500,0,0,4002,53002,3,2,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,3600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,4003300,0,0,0,0,0,0,0
1000303,32004,default,50001,魔塔-【奇门】奇遇BOSS,0,0,0,9999,0,4,18000000,0,900000000,0,127500,212500,0,0,4000,8000,4800,8000,15,17,0,0,1,1500,0,0,4002,53003,3,2,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,3600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,4003300,0,0,0,0,0,0,0
1000304,32100,default,50001,魔塔-【副装】奇遇BOSS,0,0,0,9999,0,4,6000000,0,1200000000,0,169500,282500,0,0,4000,8000,4800,8000,15,17,0,0,1,1500,0,0,4002,53004,3,2,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,3600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,4003300,0,0,0,0,0,0,0
1000305,33017,default,50001,魔塔-【副装】奇遇BOSS,0,0,0,9999,0,4,12000000,0,1800000000,0,192000,320000,0,0,4000,8000,4800,8000,15,17,0,0,1,1500,0,0,4002,53005,3,2,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,3600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,4003300,0,0,0,0,0,0,0
1000306,33019,default,50001,魔塔-【副装】奇遇BOSS,0,0,0,9999,0,4,18000000,0,2200000000,0,223500,372500,0,0,4000,8000,4800,8000,15,17,0,0,1,1500,0,0,4002,53006,3,2,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,3600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,4003300,0,0,0,0,0,0,0
1000307,33023,default,50001,魔塔-【宝石】奇遇BOSS,0,0,0,9999,0,4,6000000,0,2600000000,0,246000,410000,0,0,4000,8000,4800,8000,15,17,0,0,1,1500,0,0,4002,53007,3,2,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,3600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,4003300,0,0,0,0,0,0,0
1000308,33033,default,50001,魔塔-【宝石】奇遇BOSS,0,0,0,9999,0,4,12000000,0,3000000000,0,274500,457500,0,0,4000,8000,4800,8000,15,17,0,0,1,1500,0,0,4002,53008,3,2,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,3600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,4003300,0,0,0,0,0,0,0
1000309,33053,default,50001,魔塔-【宝石】奇遇BOSS,0,0,0,9999,0,4,18000000,0,3300000000,0,330000,550000,0,0,4000,8000,4800,8000,15,17,0,0,1,1500,0,0,4002,53009,3,2,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,3600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,4003300,0,0,0,0,0,0,0
1000310,33058,default,50001,魔塔-【羽毛】奇遇BOSS,0,0,0,9999,0,4,6000000,0,3600000000,0,495000,825000,0,0,4000,8000,4800,8000,15,17,0,0,1,1500,0,0,4002,53010,3,2,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,3600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,4003300,0,0,0,0,0,0,0
1000311,33017,default,50001,魔塔-【羽毛】奇遇BOSS,0,0,0,9999,0,4,12000000,0,1800000000,0,192000,320000,0,0,4000,8000,4800,8000,15,17,0,0,1,1500,0,0,4002,53011,3,2,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,3600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,4003300,0,0,0,0,0,0,0
1000312,33019,default,50001,魔塔-【金币】奇遇BOSS,0,0,0,9999,0,4,18000000,0,2200000000,0,223500,372500,0,0,4000,8000,4800,8000,15,17,0,0,1,1500,0,0,4002,53012,3,2,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,3600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,4003300,0,0,0,0,0,0,0
1000313,33023,default,50001,魔塔-【金币】奇遇BOSS,0,0,0,9999,0,4,6000000,0,2600000000,0,246000,410000,0,0,4000,8000,4800,8000,15,17,0,0,1,1500,0,0,4002,53013,3,2,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,3600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,4003300,0,0,0,0,0,0,0
1000314,33033,default,50001,魔塔-【生肖】奇遇BOSS,0,0,0,9999,0,4,12000000,0,3000000000,0,274500,457500,0,0,4000,8000,4800,8000,15,17,0,0,1,1500,0,0,4002,53014,3,2,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,3600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,4003300,0,0,0,0,0,0,0
1000315,33053,default,50001,魔塔-【生肖】奇遇BOSS,0,0,0,9999,0,4,18000000,0,3300000000,0,330000,550000,0,0,4000,8000,4800,8000,15,17,0,0,1,1500,0,0,4002,53015,3,2,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,3600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,4003300,0,0,0,0,0,0,0
1000316,33058,default,50001,魔塔-【生肖】奇遇BOSS,0,0,0,9999,0,4,18000000,0,3600000000,0,495000,825000,0,0,4000,8000,4800,8000,15,17,0,0,1,1500,0,0,4002,53016,3,2,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,3600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,4003300,0,0,0,0,0,0,0
1000317,33058,default,50001,【魔塔-奇遇】BOSS,0,0,0,9999,0,4,6000000,0,4000000,0,25350,22250,0,0,4000,8000,4800,8000,15,17,0,0,1,1500,0,0,4002,53017,3,2,1,0,0,0,0,野外BOSS,4,0,0,default,40000,1000,86400000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,4003300,0,0,0,0,0,0,0
#稀有条件BOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800101,33062,default,50001,姹紫嫣红◆裂天兕◆[生肖],0,0,0,9999,0,9,1000000,0,620700000,0,25000,25000,0,0,471960,943920,49304,115044,15,17,0,0,1,1500,0,0,4002,52001,3,15,1,0,0,0,0,世界BOSS5,4,1005,0,default,40000,1000,10800000,0,0,0,0,0,0,1,1,0,0,0,default,0,default,20005,0,0,0,0,0,0,1,200,0,-150
1800201,33063,default,50001,瑞兽珍禽◆珊瑚独角兽◆[宝石],0,0,0,9999,0,9,1100000,0,744840000,0,25000,25000,0,0,471960,943920,53016,123706,15,17,0,0,1,1500,0,0,4002,10004;20001;52002,3,15,1,0,0,0,0,世界BOSS6,4,1006,0,default,40000,1000,14400000,0,0,0,0,0,0,1,1,0,0,0,default,0,default,20006,0,0,0,0,0,0,1,200,0,-150
1800301,33064,default,50001,满天星斗◆赤炎金猊兽◆[圣装],0,0,0,9999,0,9,1200000,0,808300000,0,25000,25000,0,0,471960,943920,56728,132368,15,17,0,0,1,1500,0,0,4002,10005;20001;52002,3,15,1,0,0,0,0,世界BOSS7,4,1007,0,default,40000,1000,18000000,0,0,0,0,0,0,1,1,0,0,0,default,0,default,20007,0,0,0,0,0,0,1,200,0,-150
1800401,33059,default,50001,昊天罔极◆九翼天龙◆[神翼],0,0,0,9999,0,9,1300000,0,969960000,0,30000,30000,0,0,674700,1349400,60440,141030,15,17,0,0,1,1500,0,0,4002,10005;20001;52002,3,15,1,0,0,0,0,世界BOSS8,4,1008,0,default,40000,1000,18000000,0,0,0,0,0,0,1,1,0,0,0,default,0,default,20008,0,0,0,0,0,0,1,100,0,0
1800501,33060,default,50001,洪福齐天◆八爪火螭◆[升星],0,0,0,9999,0,9,1400000,0,1366500000,0,30000,30000,0,0,674700,1349400,64152,149692,15,17,0,0,1,1500,0,0,4002,10005;20001;52002,3,15,1,0,0,0,0,世界BOSS9,4,1009,0,default,40000,1000,18000000,0,0,0,0,0,0,1,1,0,0,0,default,0,default,20009,0,0,0,0,0,0,1,100,0,0
1800601,33061,default,50001,战无不胜◆冰甲角魔龙◆[等级],0,0,0,9999,0,9,1500000,0,1639800000,0,35000,35000,0,0,1137600,2275200,67864,158354,15,17,0,0,1,1500,0,0,4002,10006;20001;52002,3,15,1,0,0,0,0,世界BOSS10,4,1010,0,default,40000,1000,18000000,0,0,0,0,0,0,1,1,0,0,0,default,0,default,20010,0,0,0,0,0,0,1,100,0,0
1801001,33062,default,50001,★鸿蒙★宇宙至尊◆[终极],0,0,0,9999,0,9,1600000,0,2104500000,0,50000,90000,0,0,3300000,5800000,72023,168055,15,17,0,0,2,1000,0,0,4002,10006;20001;52002;54001,9,8,1,0,0,0,0,野外BOSS,4,901,0,default,40000,1000,300000,0,0,0,0,0,0,0,0,0,0,0,default,0,别打脸！元宝都给你！！,11001,0,0,0,0,0,0,1,100,0,0
1802001,33063,default,50001,★鸿蒙★宇宙至尊◆[终极],0,0,0,9999,0,9,1700000,0,2104500000,0,50000,90000,0,0,3300000,5800000,72023,168055,15,17,0,0,2,1000,0,0,4002,10006;20001;52002;54002,9,8,1,0,0,0,0,野外BOSS,4,902,0,default,40000,1000,300000,0,0,0,0,0,0,0,0,0,0,0,default,0,打不中！打不中！打不中！,11002,0,0,0,0,0,0,1,100,0,0
#充值地图1怪物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000902,33019,default,50001,【妖王】邪恶夜妖,0,0,0,900,0,3,1500000,0,128000000,0,38400,64000,0,0,126720,253440,168960,281600,15,17,0,0,1,1500,0,0,4002,20002;30006;43001,3,8,1,0,0,0,0,野外BOSS,4,9,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10020,0,0,0,0,0,0,1,100,0,0
1000903,33020,default,50001,【妖王】摄魂使者,0,0,0,900,0,4,1500000,0,128000000,0,38400,64000,0,0,126720,253440,168960,281600,15,17,0,0,1,1500,0,0,4002,20002;30006;43001,3,8,1,0,0,0,0,野外BOSS,4,7,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10030,0,0,0,0,0,0,1,100,0,0
1001002,33021,default,50001,【妖帝】魂祭龙卫,0,0,0,1000,0,4,2000000,0,200000000,0,55350,92250,0,0,177120,354240,236160,393600,15,17,0,0,1,1500,0,0,4002,20002;30007;43001,3,8,1,0,0,0,0,野外BOSS,4,8,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10030,0,0,0,0,0,0,1,100,0,0
1001003,33022,default,50001,【妖帝】毁灭∵教主,0,0,0,1000,0,4,2000000,0,200000000,0,55350,92250,0,0,177120,354240,236160,393600,15,17,0,0,1,1500,0,0,4002,20002;30007;43001,3,8,1,0,0,0,0,野外BOSS,4,9,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10030,0,0,0,0,0,0,1,100,0,0
1001102,33023,default,50001,【妖皇】破婪∏尊者,0,0,0,1100,0,4,4000000,0,300000000,0,75000,125000,0,0,234000,468000,312000,520000,15,17,0,0,1,1500,0,0,4002,20002;30008;43001,3,8,1,0,0,0,0,野外BOSS,4,10,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10040,0,0,0,0,0,0,1,100,0,0
1001103,33024,default,50001,【妖皇】极恶⊙囚徒,0,0,0,1100,0,4,4000000,0,300000000,0,75000,125000,0,0,234000,468000,312000,520000,15,17,0,0,1,1500,0,0,4002,20002;30008;43001,3,8,1,0,0,0,0,野外BOSS,4,11,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10040,0,0,0,0,0,0,1,100,0,0
1001202,33025,default,50001,【妖尊】蠛蠓魂之王,0,0,0,1200,0,4,5000000,0,400000000,0,91500,152500,0,0,307440,614880,409920,683200,15,17,0,0,1,1500,0,0,4002,20002;30009;43001,3,8,1,0,0,0,0,野外BOSS,4,12,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10040,0,0,0,0,0,0,1,100,0,0
1001203,33026,default,50001,【妖尊】虬翀魂无极,0,0,0,1200,0,4,5000000,0,400000000,0,91500,152500,0,0,307440,614880,409920,683200,15,17,0,0,1,1500,0,0,4002,20002;30009;43001,3,8,1,0,0,0,0,野外BOSS,4,13,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10050,0,0,0,0,0,0,1,100,0,0
1001302,33027,default,50001,【魔王】绝影毁灭犱,0,0,0,1300,0,4,7940000,0,500000000,0,108000,180000,0,0,388800,777600,518400,864000,15,17,0,0,1,1500,0,0,4002,20003;30010;43001,3,8,1,0,0,0,0,野外BOSS,4,14,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10050,0,0,0,0,0,0,1,100,0,0
1001303,33028,default,50001,【魔王】遮天蔽日犰,0,0,0,1300,0,4,7940000,0,500000000,0,108000,180000,0,0,388800,777600,518400,864000,15,17,0,0,1,1500,0,0,4002,20003;30010;43001,3,8,1,0,0,0,0,野外BOSS,4,15,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10050,0,0,0,0,0,0,1,100,0,0
#充值地图2怪物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001104,33023,default,50001,【妖皇】破婪∏尊者,0,0,0,1100,0,4,4000000,0,300000000,0,75000,125000,0,0,234000,468000,312000,520000,15,17,0,0,1,1500,0,0,4002,20002;30008;43002,3,8,1,0,0,0,0,野外BOSS,4,10,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10040,0,0,0,0,0,0,1,100,0,0
1001105,33024,default,50001,【妖皇】极恶⊙囚徒,0,0,0,1100,0,4,4000000,0,300000000,0,75000,125000,0,0,234000,468000,312000,520000,15,17,0,0,1,1500,0,0,4002,20002;30008;43002,3,8,1,0,0,0,0,野外BOSS,4,11,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10040,0,0,0,0,0,0,1,100,0,0
1001204,33025,default,50001,【妖尊】蠛蠓魂之王,0,0,0,1200,0,4,5000000,0,400000000,0,91500,152500,0,0,307440,614880,409920,683200,15,17,0,0,1,1500,0,0,4002,20002;30009;43002,3,8,1,0,0,0,0,野外BOSS,4,12,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10040,0,0,0,0,0,0,1,100,0,0
1001205,33026,default,50001,【妖尊】虬翀魂无极,0,0,0,1200,0,4,5000000,0,400000000,0,91500,152500,0,0,307440,614880,409920,683200,15,17,0,0,1,1500,0,0,4002,20002;30009;43002,3,8,1,0,0,0,0,野外BOSS,4,13,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10050,0,0,0,0,0,0,1,100,0,0
1001304,33027,default,50001,【魔王】绝影毁灭犱,0,0,0,1300,0,4,7940000,0,500000000,0,108000,180000,0,0,388800,777600,518400,864000,15,17,0,0,1,1500,0,0,4002,20003;30010;43002,3,8,1,0,0,0,0,野外BOSS,4,14,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10050,0,0,0,0,0,0,1,100,0,0
1001305,33028,default,50001,【魔王】遮天蔽日犰,0,0,0,1300,0,4,7940000,0,500000000,0,108000,180000,0,0,388800,777600,518400,864000,15,17,0,0,1,1500,0,0,4002,20003;30010;43002,3,8,1,0,0,0,0,野外BOSS,4,15,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10050,0,0,0,0,0,0,1,100,0,0
1001402,33029,default,50001,【魔帝】罪恶蛊毒犲,0,0,0,1400,0,4,9460000,0,600000000,0,127500,212500,0,0,489600,979200,652800,1088000,15,17,0,0,1,1500,0,0,4002,20003;30011;43002,3,8,1,0,0,0,0,野外BOSS,4,16,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10050,0,0,0,0,0,0,1,100,0,0
1001403,33030,default,50001,【魔帝】蛮荒の魍魉,0,0,0,1400,0,4,9460000,0,600000000,0,127500,212500,0,0,489600,979200,652800,1088000,15,17,0,0,1,1500,0,0,4002,20003;30011;43002,3,8,1,0,0,0,0,野外BOSS,4,17,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10060,0,0,0,0,0,0,1,100,0,0
1001506,33031,default,50001,【魔皇】虬翀魂无极,0,0,0,1500,0,4,11000000,0,700000000,0,147000,245000,0,0,599760,1199520,799680,1332800,15,17,0,0,1,1500,0,0,4002,20003;30012;43002,3,8,1,0,0,0,0,野外BOSS,4,18,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10060,0,0,0,0,0,0,1,100,0,0
1001507,33032,default,50001,【魔皇】瓶中怪の囚牛,0,0,0,1500,0,5,11000000,0,700000000,0,147000,245000,0,0,599760,1199520,799680,1332800,15,17,0,0,1,1500,0,0,4002,20003;30012;43002,3,8,1,0,0,0,0,野外BOSS,4,19,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10070,0,0,0,0,0,0,1,100,0,0
1001602,33033,default,50001,【魔尊】净月妖の睚眦,0,0,0,1600,0,5,17680000,0,800000000,0,169500,282500,0,0,732240,1464480,976320,1627200,15,17,0,0,1,1500,0,0,4002,20003;30013;43002,3,8,1,0,0,0,0,野外BOSS,4,20,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10070,0,0,0,0,0,0,1,100,0,0
1001603,33034,default,50001,【魔尊】不死の嘲风,0,0,0,1600,0,5,17680000,0,800000000,0,169500,282500,0,0,732240,1464480,976320,1627200,15,17,0,0,1,1500,0,0,4002,20003;30013;43002,3,8,1,0,0,0,0,野外BOSS,4,21,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10070,0,0,0,0,0,0,1,100,0,0
#充值地图3怪物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001502,33031,default,50001,【魔皇】虬翀魂无极,0,0,0,1500,0,4,11000000,0,700000000,0,147000,245000,0,0,599760,1199520,799680,1332800,15,17,0,0,1,1500,0,0,4002,20003;30012;43003,3,8,1,0,0,0,0,野外BOSS,4,18,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10060,0,0,0,0,0,0,1,100,0,0
1001503,33032,default,50001,【魔皇】瓶中怪の囚牛,0,0,0,1500,0,5,11000000,0,700000000,0,147000,245000,0,0,599760,1199520,799680,1332800,15,17,0,0,1,1500,0,0,4002,20003;30012;43003,3,8,1,0,0,0,0,野外BOSS,4,19,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10070,0,0,0,0,0,0,1,100,0,0
1001604,33033,default,50001,【魔尊】净月妖の睚眦,0,0,0,1600,0,5,17680000,0,800000000,0,169500,282500,0,0,732240,1464480,976320,1627200,15,17,0,0,1,1500,0,0,4002,20003;30013;43003,3,8,1,0,0,0,0,野外BOSS,4,20,0,default,40000,1000,1200000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10070,0,0,0,0,0,0,1,100,0,0
1001605,33034,default,50001,【魔尊】不死の嘲风,0,0,0,1600,0,5,17680000,0,800000000,0,169500,282500,0,0,732240,1464480,976320,1627200,15,17,0,0,1,1500,0,0,4002,20003;30013;43003,3,8,1,0,0,0,0,野外BOSS,4,21,0,default,40000,1000,1400000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10070,0,0,0,0,0,0,1,100,0,0
1001702,33035,default,50001,【主宰】白眼の蒲牢,0,0,0,1700,0,5,21170000,0,1000000000,0,192000,320000,0,0,875520,1751040,1167360,1945600,15,17,0,0,1,1500,0,0,4002,20003;30014;43003,3,8,1,0,0,0,0,野外BOSS,4,22,0,default,40000,1000,1400000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10080,0,0,0,0,0,0,1,100,0,0
1001703,33036,default,50001,【主宰】天仙境狻猊,0,0,0,1700,0,5,21170000,0,1000000000,0,192000,320000,0,0,875520,1751040,1167360,1945600,15,17,0,0,1,1500,0,0,4002,20003;30014;43003,3,8,1,0,0,0,0,野外BOSS,4,23,0,default,40000,1000,1400000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10090,0,0,0,0,0,0,1,100,0,0
1002501,33037,default,50001,【鸿蒙】玄仙境赑屃,0,0,0,1800,0,5,24720000,0,1200000000,0,217500,362500,0,0,1044000,2088000,1392000,2320000,15,17,0,0,1,1500,0,0,4002,20004;30015;43003,3,8,1,0,0,0,0,野外BOSS,4,24,0,default,40000,1000,1600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10090,0,0,0,0,0,0,1,100,0,0
1002601,33038,default,50001,【鸿蒙】太乙金仙狴犴,0,0,0,1800,0,5,25345000,0,1250000000,0,219000,365000,0,0,1080000,2160000,1440000,2400000,15,17,0,0,1,1500,0,0,4002,20004;30015;43003,3,8,1,0,0,0,0,野外BOSS,4,25,0,default,40000,1000,1600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10090,0,0,0,0,0,0,1,100,0,0
1002701,33039,default,50001,【鸿蒙】大罗金仙负屃,0,0,0,1800,0,5,25970000,0,1300000000,0,220500,367500,0,0,1116000,2232000,1488000,2480000,15,17,0,0,1,1500,0,0,4002,20004;30015;43003,3,8,1,0,0,0,0,野外BOSS,4,26,0,default,40000,1000,1600000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10090,0,0,0,0,0,0,1,100,0,0
1002801,33040,default,50001,【鸿蒙】混沌太极穷奇,0,0,0,1800,0,5,26595000,0,1350000000,0,222000,370000,0,0,1152000,2304000,1536000,2560000,15,17,0,0,1,1500,0,0,4002,20004;30015;43003,3,8,1,0,0,0,0,野外BOSS,4,27,0,default,40000,1000,1800000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10100,0,0,0,0,0,0,1,100,0,0
1002901,33041,default,50001,【鸿蒙】九灭圣尊混沌,0,0,0,1800,0,5,27220000,0,1400000000,0,223500,372500,0,0,1188000,2376000,1584000,2640000,15,17,0,0,1,1500,0,0,4002,20004;30015;43003,3,8,1,0,0,0,0,野外BOSS,4,28,0,default,40000,1000,1800000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,10100,0,0,0,0,0,0,1,100,0,0
